Voltage_Sag,Harmonics,Transient_Disturbance,Temperature,Pollution_Level,Wind_Speed,Corrosion_Level,Reactive_Power_Compensation,Harmonic_Filtering,Voltage_Stability_Index,Frequency_Disturbance,Power_Quality_Issue
34.718754114168355,7.042622032312595,69,20.016194616392,80,26.719741693794038,77,84.6605189679058,56.617422686782646,0.8642994249461482,49.81361572813015,Environmental Degradation Issues
34.1969766051358,13.294570393558956,75,-8.020546702644427,96,27.452500243498605,85,108.81217445976651,46.77671885806903,0.8042010366061396,49.81452857912487,Environmental Degradation Issues
53.57985393716632,15.166188108913202,94,-3.678985664658323,48,12.4300735921449,49,129.7131426652927,29.425686406733135,0.5808181759709852,50.225562829001596,Severe Voltage and Harmonic Distortion
3.011010014817066,0.2927547538764069,10,46.00794884078327,29,8.333618643414978,29,78.7039851704523,81.88995992783424,0.921651852995119,49.968633433808485,No Power Quality Issue
7.142301158253806,3.983440598778855,8,33.27017973515248,4,1.3380969083326522,17,93.93857085644538,73.87217384212428,0.8918257909372052,50.037294139962604,No Power Quality Issue
29.619819914855995,7.596440468251418,59,31.83615453873152,84,20.919418375177674,74,65.74310635676147,28.50127081442862,0.7083964641231668,50.07347064079216,Environmental Degradation Issues
56.17459069567305,19.443493954498305,85,48.50036358616393,35,7.879988110656971,47,118.60985893150875,33.93305093651547,0.7329219061485805,50.27381264683934,Severe Voltage and Harmonic Distortion
28.720641699594637,3.2321124520209885,31,24.041194813506003,59,10.173051509643567,58,197.60049009582934,73.92070785024924,0.9441219054790597,49.86899186530989,Reactive Power Imbalance Issues
55.46254028786937,15.64912070719275,96,2.485853661988589,48,9.669007223478793,30,98.30953033714663,19.711024212159263,0.45766123999397346,49.94105427465084,Severe Voltage and Harmonic Distortion
42.923897352782646,22.552593649972366,87,14.95252702903884,48,5.758591381357778,46,120.98153350703653,16.603502488106482,0.5344839997665098,49.897269919036475,Severe Voltage and Harmonic Distortion
8.699291393576145,3.3601873215340747,2,23.620404730535277,28,1.5529984181451506,11,99.29638676661239,89.73053565981613,0.9290778080774249,50.09322386354111,No Power Quality Issue
9.843548428851443,7.2112562832327765,30,22.30975587869301,23,1.8327607396562773,11,85.38801395312223,13.707032249085831,0.28976997785047565,50.11333709727727,Voltage & Frequency Stability Issues
14.77325495482056,9.455665173968642,36,38.266636925600494,29,12.810272706453345,56,174.39112863524593,39.637722642815454,0.601927073045019,50.0344851749861,Reactive Power Imbalance Issues
20.360076860540588,6.005133871138662,43,0.7779610983630203,54,10.028221084303606,34,100.09421478831175,31.033624013397127,0.7738721980209444,50.09142611556562,Reactive Power Imbalance Issues
9.449112914684822,6.686111324309884,41,4.640334776801261,17,12.70572731236474,44,98.6814717705999,48.98607412943801,0.31559074462345804,50.38795691577235,Voltage & Frequency Stability Issues
9.174538946723485,5.115595153328256,31,20.34137220059401,17,10.177676605012149,25,58.74976099737421,44.65437983251971,0.2979465703653776,50.22399116516353,Voltage & Frequency Stability Issues
7.918434608271533,3.2920203184495804,18,37.333873522437656,7,1.6898366529877018,14,58.47367513044789,41.22794372840707,0.9123220851134881,49.92838208612769,No Power Quality Issue
24.678719336614712,8.040078106742008,36,31.63098045878909,49,23.582871040564587,48,162.32453530850506,37.517092167430434,0.6003316366154319,49.84101280845653,Reactive Power Imbalance Issues
