,Voltage_Sag,Harmonics,Transient_Disturbance,Temperature,Pollution_Level,Wind_Speed,Corrosion_Level,Reactive_Power_Compensation,Harmonic_Filtering,Voltage_Stability_Index,Frequency_Disturbance,Power_Quality_Issue
0,0.4877585717129797,1.332576193852007,-0.6928163967157968,-1.8401068474206657,-0.8208823293868704,-0.3744438761720005,-1.0599643398052252,0.7356454561813333,-0.0507991234577231,0.8059336735604518,-0.6583917775720178,Power Quality Issue
1,-0.1610219035170539,0.8564047482572416,-0.1529589336628541,-0.8198425431239318,0.0182180096687306,-0.4038955154539252,-0.5883641822313469,-1.725763715694536,-0.5162209516520504,1.1252345098962864,-0.2738281739157023,No Power Quality Issue
2,0.642014566795551,-0.011240087491034,-0.8120901780240966,-0.3846474502709493,0.0678411167974435,-1.7369459596763457,-0.8920555640465775,0.6679945286645776,-0.188608185188133,0.5294449509262648,-0.5747623920276326,No Power Quality Issue
3,1.536382482335513,-0.7199649299727848,-0.3192347279091599,1.8569763363859988,0.5261744703466084,-0.2814149297656134,-0.507411840967369,-0.2429278516622809,0.6886907642013738,-2.001225678503181,0.1549888927720429,No Power Quality Issue
4,-0.2589952415079214,0.629302973348809,-1.932371799437775,0.5603563124977902,-1.3283658753748024,0.77423573932375,-0.1815473614519633,0.6609950992576572,1.2455898561048262,-0.1486442286543599,1.2754549274010494,No Power Quality Issue
5,-0.2589784668736823,0.3236344450543488,0.2110553631358598,-1.2826204935237564,0.6470927835832568,-1.2191004927016218,0.84462457215271,0.7277187954111314,0.5460411147467839,-1.1855953534622714,-0.7538095348750992,No Power Quality Issue
6,1.5937866456803131,0.8268743809157931,-0.0047089685709011,0.4916678830570666,-2.676843524377948,1.087730761812503,-0.2859979010363079,1.5258058003087107,0.0824595872340033,-0.1975570994114639,1.073006908251614,No Power Quality Issue
7,0.7643635854530006,0.5660589164858042,-0.8371864678628954,-1.4889506459629465,-0.5853617681430884,0.5308572431815399,-1.5202357827580972,1.2814178197615549,1.4633109651941625,1.0284021067470157,-0.7647691337091154,No Power Quality Issue
8,-0.4994312381624236,0.981705254886811,0.6647369556461621,1.072852200564268,-0.4425923270392172,-0.6827943915029483,1.1402963786434426,1.2748082737567143,-0.3275167766250665,0.3288115971774134,-0.8327698527269711,No Power Quality Issue
9,0.5346009779056692,-0.6079222527309946,0.947885589231272,-0.4406751761174988,0.6881858512916007,-0.0941438167694262,-0.7895949651410682,1.3680630594758838,1.001382646144459,1.202650041591515,0.8851293478917434,No Power Quality Issue
10,-0.493242895524261,1.2503645315740393,-1.641358843527504,-0.0729744757362163,0.0724928513771455,1.6338099307622704,-0.0298332394873568,0.2613877945201641,-0.3030169964348827,0.3667563875040348,0.991676221202424,No Power Quality Issue
11,-0.4956052117057349,0.12715047384464,-0.7818803332749977,1.3096543966487495,-1.367387267506656,0.774949556075537,0.4633448440094688,0.0124546758298876,0.4081186417751452,-1.3334414700152082,0.9189624235587348,No Power Quality Issue
12,0.2274693514707449,2.0105456908759725,-0.7884091394825377,-1.23555531307897,-0.9433760214048444,0.0551415819194073,0.2223218576736199,0.8198083452772832,-0.1304460146525975,-2.60077469501887,-1.3154602064943008,Power Quality Issue
13,-1.9746199551846464,-0.7623449953939657,-0.962129666271506,-1.34265895587121,0.2499825324103548,-0.1896399647441623,1.0955051015370103,0.6846435729274988,-0.0733736709582718,0.1667387213327466,-0.4392560444947308,No Power Quality Issue
14,-1.7821632592734358,1.670212485581039,0.8379166908387526,-0.5502335352309159,-0.030037489759817,0.1225031841537907,0.495035321594428,-0.3152874392908813,-0.3913531641801566,-0.2092927588665391,0.8896595993255715,No Power Quality Issue
15,-0.5942617868606541,0.127462602883853,-0.2031210421055106,1.0296889528797573,-0.5341859775340263,-0.4618459515799006,-0.8132354125991085,0.370341263349503,1.311846518019513,-1.0002809080352064,0.0839765115298547,No Power Quality Issue
16,-1.0545984852417332,-0.7244598405231332,-0.2750349833821653,-1.4617176431920564,-0.435091395784632,-2.043938518258496,2.153964094307271,-0.0521633848829879,-0.7429618863481543,-1.750489347884944,-1.0658468441776126,No Power Quality Issue
17,0.3013256153135324,-0.5564160659418984,-2.044530406908024,-2.7404877995106887,0.751541220953346,2.074630794275298,0.2171710553588514,-0.8385843263869295,-0.7501873242362538,-0.749200320081091,0.5136787956458158,No Power Quality Issue
18,-0.9475133331495686,-0.3923781307374456,0.6404963158490666,-0.4212270685906142,-0.4722517765421422,0.2006808265396611,-0.1163344628069057,1.2209186307711588,2.0794051554146677,-0.1891453778259709,-0.6958305282445145,No Power Quality Issue
19,-1.462754083649891,0.3544086974675641,-1.2666736491475734,0.5556687649106461,-0.0391352301030599,0.4418425910092212,0.9683648781316108,0.0345577637113783,0.9488976270266252,0.7027612240677373,1.8913277609899013,No Power Quality Issue
20,1.4777541478408838,0.4533795533685067,0.0550360970123855,1.1873744480958206,2.237368939581582,-0.0110937642889072,0.2709708799632841,1.949149197133404,-2.376883176065277,0.2080207494773382,1.6339005197706662,No Power Quality Issue
21,-0.2504360814788048,-0.6465045078086653,0.2762493406128321,-0.4329183636626472,-1.3856551142217357,-0.683671828727527,0.417167499255651,-1.579599758533589,-0.5771482951958623,1.6794871005632983,0.6639795899001866,No Power Quality Issue
22,0.0492437501765996,-0.0954815205843879,1.3783073885622428,-0.3825250205624242,-1.8173186335971308,-0.1382350733016813,2.4600883649136724,-0.5531937120838998,-1.810095202975012,-1.0610893764068208,1.4443641823125029,No Power Quality Issue
23,-1.475469064386748,2.0777598085436537,-1.3374413632270628,1.1422155107219856,0.8396782173497789,-1.5420395627893233,-0.2410608819457589,0.0128904627733717,-0.95831896408331,0.9258298686054692,0.1079470976473595,No Power Quality Issue
24,-0.5759677996617217,1.6617661378244024,-3.077784333422428,-1.803027985195394,-0.6345192441090574,2.307932996771688,-0.2826809935939778,1.0738989923747282,-3.121954640963658,0.0615077992137031,0.8303235716847938,No Power Quality Issue
25,0.0935813643923459,0.3666035476526044,0.18110084840406,-0.3602131057137276,-0.2711646883147512,-1.179651991776295,0.1412749413358212,0.3651991788259826,-0.153614021562872,0.732607884866676,1.5646976098103824,No Power Quality Issue
26,-1.19576406964544,-0.0329330228359508,1.825783885948762,0.2037203112337934,-0.7378713772887555,-0.978491353862764,1.073383293900626,0.2797256936615419,-1.1474556423758338,-0.4400402515247427,0.294259012950326,No Power Quality Issue
27,0.3641120056890727,0.0493453200478199,1.2544855220649394,0.4558049444170816,-0.2122491367778961,-0.3908305691756552,-1.443034899707223,-1.1010947866829488,0.0411039693676191,1.1234386819557558,-0.2219554617611631,No Power Quality Issue
28,-0.633446556180464,0.5443389616812475,0.2073580782917859,-0.4783542447412882,1.661294989282135,1.3256854164775502,-1.8910832224085463,-1.1295975359775388,-1.6252931133534247,0.3185216740113057,-1.716344033120598,No Power Quality Issue
29,-0.3177863258933864,-1.0969684952840406,-0.5060929945186827,0.0517818570068214,0.8583687050536505,0.0608277744268818,-0.545596089426204,0.2912812894421677,0.0638562078201966,-0.6918751056297494,-0.0445656238054664,No Power Quality Issue
30,-0.6345376910679728,-0.3292150616001686,0.8151770167777398,-2.4055745538049336,0.9189554867569396,-1.181264685302624,-1.567378423892552,-1.3285610515269464,-0.4284680007088303,1.0519499378897792e-05,0.8901076706422864,No Power Quality Issue
31,1.872787419175524,-1.7447321038846686,-0.9963558966295316,-0.6229470718955571,-1.3781385277561655,1.292178759982191,-0.3871917830601396,-0.5292784530594132,1.4672085867427276,-0.2358616104308537,1.0161082276391913,No Power Quality Issue
32,-0.0335428644909964,0.3293897039780942,0.4786790827160257,0.4599837020446266,-1.110896243165847,0.7724197878865039,0.5179701574503272,0.4626310875577157,1.3776141019803148,0.5195847380971366,0.5611540600438131,No Power Quality Issue
33,-1.1004538105270063,0.5781197734806219,0.508296074060986,-0.9385906313410668,-2.8126326303478355,0.5811709480283438,-0.841970910546578,-0.9618930264823,0.758523941914339,-1.2105467962752534,-0.5169410606060117,No Power Quality Issue
34,0.8206716545677767,-0.5557145584651821,1.0726510594146237,0.0756886948218358,-0.7663267670553219,0.757257799022332,-1.3652329608046616,1.52334800928754,-0.3411417641222442,-0.0179523087544984,-1.996985833087628,No Power Quality Issue
