Mean-d1,Mean-d2,Mean-d3,Mean-d4,Mean-d5,Mean-d6,Mean-d7,Mean-d8,Mean-A8,Std-d1,Std-d2,Std-d3,Std-d4,Std-d5,Std-d6,Std-d7,Std-d8,Std-A8,Rms-d1,Rms-d2,Rms-d3,Rms-d4,Rms-d5,Rms-d6,Rms-d7,Rms-d8,Rms-A8,Range-d1,Range-d2,Range-d3,Range-d4,Range-d5,Range-d6,Range-d7,Range-d8,Range-A8,Energy-d1,Energy-d2,Energy-d3,Energy-d4,Energy-d5,Energy-d6,Energy-d7,Energy-d8,Energy-A8,Kurtosis-d1,Kurtosis-d2,Kurtosis-d3,Kurtosis-d4,Kurtosis-d5,Kurtosis-d6,Kurtosis-d7,Kurtosis-d8,Kurtosis-A8,Skewness-d1,Skewness-d2,Skewness-d3,Skewness-d4,Skewness-d5,Skewness-d6,Skewness-d7,Skewness-d8,Skewness-A8,Entropy-d1,Entropy-d2,Entropy-d3,Entropy-d4,Entropy-d5,Entropy-d6,Entropy-d7,Entropy-d8,Entropy-A8,label
-3.2637660389324e-08,3.0290802452753e-05,0.000197026701435143,0.00106840788205291,0.00528951861495802,-0.00721788088424927,-0.0808098593182142,-0.231156256583812,-0.174993573969612,0.000664293989602973,0.00260257928039768,0.014380201445205,0.0775501558899692,0.410073438775284,1.94968539444947,6.21319152741519,3.90832534133339,2.19793231092169,0.000664128062092222,0.00260145661973364,0.0143672224340396,0.0774035075996468,0.408490034070396,1.93464314795891,6.12167254993584,3.80523700840397,2.14316250037755,0.0326133561294486,0.0433413536175448,0.174683140445733,0.542085395039503,1.68683454530221,5.57176591190357,17.7349998564649,11.7961295817496,9.3866700853403,0.000883014297882457,0.00678111169744469,0.103621374395524,1.5098083531596,21.1917417077239,243.284867146383,1274.14574349369,260.63691642229,260.63691642229,395.306545797762,29.4934627993365,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158779,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272488,0.00484233380835442,-0.057137195518636,0.182579763278112,-1.78540666271251,0.0123968036291133,0.897371328378016,2.00628316173747,3.02729395281999,3.73027180627256,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.27063712517626e-08,3.03545725631824e-05,0.000197441494490799,0.00107065716180461,0.0053006544436211,-0.00723307642295296,-0.0809799853378313,-0.231642901334515,-0.175361981493758,0.000665692503265293,0.0026080583946722,0.0144104755535107,0.0777134193760534,0.410936751277968,1.95378999527989,6.2262719306308,3.91655339468356,2.20255953683942,0.000665526226433467,0.00260693337051203,0.0143974692181113,0.0775664623524882,0.409350013089492,1.93871608090198,6.13456028161992,3.81324803368482,2.14767442143098,0.0326820158265632,0.0434325985725291,0.175050894425618,0.543226627450112,1.6903857759239,5.58349594540232,17.772336698268,11.8209635387638,9.40643149604628,0.000886736166457682,0.0068096938014858,0.104058134183004,1.51617213263375,21.2810640184787,244.310302752616,1279.51621486017,261.735490195221,261.735490195221,395.306545797766,29.4934627993364,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158783,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835458,-0.0571371955186358,0.182579763278112,-1.78540666271252,0.0123968036291133,0.897371328378016,2.00505580875476,3.02791983330046,3.73314210530091,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.27750821163911e-08,3.04183426736092e-05,0.000197856287546451,0.0010729064415563,0.00531179027228417,-0.00724827196165671,-0.081150111357449,-0.232129546085218,-0.175730389017905,0.000667091016927617,0.00261353750894672,0.0144407496618164,0.0778766828621375,0.411800063780653,1.95789459611031,6.23935233384641,3.92478144803374,2.20718676275715,0.000666924390774715,0.00261241012129042,0.014427716002183,0.0777294171053295,0.410209992108588,1.94278901384505,6.14744801330399,3.82125905896567,2.15218634248441,0.0327506755236778,0.0435238435275134,0.175418648405504,0.544367859860721,1.69393700654559,5.59522597890106,17.8096735400711,11.845797495778,9.42619290675226,0.000890465862306469,0.00683833601510426,0.104495812497902,1.52254929545064,21.3705741784674,245.337894900607,1284.89798059336,262.83637432309,262.83637432309,395.306545797763,29.4934627993363,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158781,2.19064233970767,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835461,-0.057137195518636,0.182579763278112,-1.78540666271251,0.0123968036291133,0.898615359197384,2.00186906618554,3.05732423621402,3.72125411314086,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.28437929786756e-08,3.04821127840369e-05,0.000198271080602103,0.00107515572130799,0.00532292610094722,-0.00726346750036039,-0.0813202373770662,-0.232616190835921,-0.176098796542051,0.000668489530589939,0.00261901662322124,0.0144710237701221,0.0780399463482216,0.412663376283338,1.96199919694073,6.25243273706202,3.93300950138391,2.21181398867488,0.000668322555115962,0.0026178868720688,0.0144579627862546,0.0778923718581709,0.411069971127683,1.94686194678812,6.16033574498807,3.82927008424652,2.15669826353783,0.0328193352207924,0.0436150884824977,0.17578640238539,0.545509092271331,1.69748823716728,5.60695601239981,17.8470103818742,11.8706314527922,9.44595431745823,0.000894203385428809,0.00686703833830009,0.104934409340219,1.52893984161028,21.4602721876901,246.367643590357,1290.29104069324,263.939568805897,263.939568805897,395.306545797763,29.4934627993363,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158781,2.19064233970767,1.5640081039802,0.555999998015331,0.117859018272489,0.00484233380835427,-0.057137195518636,0.182579763278112,-1.78540666271251,0.0123968036291133,0.898615359197384,2.00078334833483,3.05999861520168,3.73314210530091,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.29125038455954e-08,3.0545882894463e-05,0.000198685873657755,0.00107740500105966,0.00533406192961033,-0.00727866303906394,-0.0814903633966833,-0.233102835586624,-0.176467204066198,0.000669888044252261,0.00262449573749576,0.0145012978784278,0.0782032098343058,0.413526688786023,1.96610379777115,6.26551314027763,3.94123755473409,2.21644121459261,0.000669720719457208,0.00262336362284719,0.0144882095703263,0.0780553266110123,0.411929950146779,1.9509348797312,6.17322347667214,3.83728110952737,2.16121018459126,0.0328879949179071,0.043706333437482,0.176154156365275,0.54665032468194,1.70103946778897,5.61868604589855,17.8843472236773,11.8954654098064,9.46571572816422,0.000897948735824701,0.00689580077107329,0.105373924709954,1.53534377111265,21.5501580461468,247.399548821865,1295.69539515983,265.045073643641,265.045073643641,395.306545797763,29.4934627993364,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.2567404315878,2.19064233970768,1.56400810398019,0.555999998015331,0.117859018272489,0.00484233380835449,-0.0571371955186357,0.182579763278112,-1.78540666271251,0.0123968036291133,0.899852494041989,1.99994640705035,3.07425838886938,3.7145237747765,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.29812147076213e-08,3.06096530048871e-05,0.000199100666713416,0.00107965428081136,0.00534519775827335,-0.00729385857776774,-0.0816604894163006,-0.233589480337326,-0.176835611590344,0.000671286557914583,0.00262997485177028,0.0145315719867335,0.0783664733203899,0.414390001288708,1.97020839860157,6.27859354349324,3.94946560808426,2.22106844051034,0.000671118883798455,0.00262884037362558,0.0145184563543979,0.0782182813638536,0.412789929165874,1.95500781267427,6.18611120835622,3.84529213480822,2.16572210564468,0.0329566546150217,0.0437975783924663,0.176521910345161,0.54779155709255,1.70459069841066,5.6304160793973,17.9216840654803,11.9202993668207,9.4854771388702,0.00090170191349415,0.00692462331342386,0.105814358607108,1.54176108395777,21.6402317538375,248.433610595132,1301.11104399312,266.152888836324,266.152888836324,395.306545797763,29.4934627993365,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158781,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835435,-0.0571371955186358,0.182579763278112,-1.78540666271252,0.0123968036291133,0.899852494041989,1.9982691279288,3.07623180216689,3.74294614071695,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.30499255719425e-08,3.06734231153193e-05,0.000199515459769071,0.00108190356056307,0.00535633358693647,-0.00730905411647137,-0.081830615435918,-0.234076125088029,-0.177204019114491,0.000672685071576905,0.0026354539660448,0.0145618460950392,0.0785297368064741,0.415253313791393,1.97431299943199,6.29167394670886,3.95769366143444,2.22569566642807,0.000672517048139701,0.00263431712440396,0.0145487031384696,0.078381236116695,0.41364990818497,1.95908074561734,6.19899894004029,3.85330316008907,2.17023402669811,0.0330253143121363,0.0438888233474506,0.176889664325047,0.548932789503159,1.70814192903234,5.64214611289604,17.9590209072834,11.9451333238349,9.50523854957618,0.000905462918437152,0.0069535059653518,0.10625571103168,1.54819178014564,21.7304933107621,249.469828910158,1306.5379871931,267.263014383944,267.263014383944,395.306545797764,29.4934627993366,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.2567404315878,2.19064233970769,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835459,-0.0571371955186359,0.182579763278112,-1.78540666271251,0.0123968036291133,0.901082746262394,1.99903673173241,3.12584319626692,3.73700214463692,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.31186364362173e-08,3.0737193225746e-05,0.000199930252824719,0.00108415284031476,0.0053674694155995,-0.00732424965517501,-0.082000741455535,-0.234562769838732,-0.177572426638637,0.000674083585239227,0.00264093308031933,0.0145921202033449,0.0786930002925583,0.416116626294077,1.97841760026241,6.30475434992447,3.96592171478462,2.2303228923458,0.000673915212480949,0.00263979387518235,0.0145789499225413,0.0785441908695364,0.414509887204065,1.96315367856041,6.21188667172437,3.86131418536992,2.17474594775154,0.033093974009251,0.0439800683024349,0.177257418304933,0.550074021913769,1.71169315965403,5.65387614639479,17.9963577490865,11.9699672808491,9.52499996028216,0.000909231750653711,0.00698244872685716,0.106697981983671,1.55463585967624,21.8209427169207,250.508203766942,1311.97622475979,268.375450286502,268.375450286502,395.306545797763,29.4934627993363,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158781,2.19064233970767,1.5640081039802,0.555999998015331,0.117859018272489,0.00484233380835428,-0.0571371955186359,0.182579763278112,-1.78540666271251,0.0123968036291133,0.901082746262394,1.99749168403868,3.15883495852517,3.73027180627256,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.31873472996858e-08,3.08009633361707e-05,0.000200345045880371,0.00108640212006641,0.00537860524426255,-0.00733944519387875,-0.0821708674751528,-0.235049414589435,-0.177940834162784,0.000675482098901549,0.00264641219459385,0.0146223943116506,0.0788562637786424,0.416979938796762,1.98252220109283,6.31783475314008,3.97414976813479,2.23495011826353,0.000675313376822196,0.00264527062596074,0.0146091967066129,0.0787071456223777,0.415369866223161,1.96722661150348,6.22477440340844,3.86932521065078,2.17925786880496,0.0331626337063656,0.0440713132574192,0.177625172284819,0.551215254324378,1.71524439027572,5.66560617989353,18.0336945908896,11.9948012378633,9.54476137098814,0.000913008410143824,0.00701145159793984,0.10714117146308,1.56109332254959,21.9115799723133,251.548735165485,1317.42575669318,269.490196543998,269.490196543998,395.306545797762,29.4934627993365,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158778,2.19064233970768,1.5640081039802,0.555999998015331,0.117859018272489,0.00484233380835431,-0.0571371955186359,0.182579763278112,-1.78540666271252,0.0123968036291133,0.90230612909202,1.99557892587737,3.15632728215314,3.74294614071695,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.32560581639473e-08,3.08647334465967e-05,0.00020075983893602,0.00108865139981812,0.00538974107292563,-0.00735464073258241,-0.0823409934947699,-0.235536059340137,-0.17830924168693,0.00067688061256387,0.00265189130886837,0.0146526684199563,0.0790195272647265,0.417843251299447,1.98662680192325,6.33091515635569,3.98237782148497,2.23957734418126,0.000676711541163442,0.00265074737673912,0.0146394434906846,0.0788701003752191,0.416229845242257,1.97129954444655,6.23766213509252,3.87733623593163,2.18376978985839,0.0332312934034802,0.0441625582124035,0.177992926264704,0.552356486734988,1.71879562089741,5.67733621339227,18.0710314326927,12.0196351948775,9.56452278169411,0.000916792896907489,0.00704051457859992,0.107585279469908,1.56756416876568,22.0024050769399,252.591423105787,1322.88658299328,270.607253156432,270.607253156432,395.306545797764,29.4934627993364,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158784,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835442,-0.0571371955186357,0.182579763278112,-1.78540666271251,0.0123968036291133,0.90230612909202,1.99376890598914,3.16063746599116,3.72125411314086,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
